1010001B22Rik	1010001B22Rik|Gm26808
Ms4a4d	Ms4a4d
Ms4a5	Ms4a5
Ms4a6b	Ms4a6b
Ms4a6c	Ms4a6c
Ms4a6d	Ms4a6d
Ms4a7	Ms4a7
Ms4a8a	Ms4a8a
Msantd1	Msantd1
Msantd2	Msantd2
Msantd3	Msantd3
Msantd4	Msantd4
Msc	Msc
Msgn1	Msgn1
Msh2	Msh2
Msh3	Msh3
Msh4	Msh4
Msh5	Msh5
Msh6	Msh6
Msi1	Msi1
Msi2	Msi2
Msl1	Msl1
Msl2	Msl2
Msl3	Msl3
Msl3l2	Msl3l2
Msln	Msln
Mslnl	Mslnl
Msmb	Msmb
Msmo1	Msmo1
Msmp	Msmp
Msn	Msn
Msr1	Msr1
Msra	Msra
Msrb1	Msrb1
Msrb2	Msrb2
Msrb3	Msrb3
Mss51	Mss51
Mst1	Mst1
Mst1r	Mst1r
Mstn	Mstn
Msto1	Msto1
Msx1	Msx1
Msx2	Msx2
Msx3	Msx3
Mt1	Mt1
Mt2	Mt2
Mt3	Mt3
Mt4	Mt4
Mta1	Mta1
Mta2	Mta2
Mta3	Mta3
Mtap	Mtap
Mtap7d3	Mtap7d3
Mtbp	Mtbp
Mtch1	Mtch1
Mtch2	Mtch2
Mtcl1	Mtcl1
Mtcp1	Mtcp1
Mtdh	Mtdh
Mterf1a	Mterf1a
Mterf1b	Mterf1b
Mterf2	Mterf2
Mterf3	Mterf3
Mterf4	Mterf4
Mtf1	Mtf1
Mtf2	Mtf2
Mtfmt	Mtfmt
Mtfp1	Mtfp1
Mtfr1	Mtfr1
Mtfr1l	Mtfr1l
Mtfr2	Mtfr2
Mtg1	Mtg1
Mtg2	Mtg2
Mthfd1	Mthfd1
Mthfd1l	Mthfd1l
Mthfd2	Mthfd2
Mthfd2l	Mthfd2l
Mthfr	Mthfr
Mthfsd	Mthfsd
Mtif2	Mtif2
Mtif3	Mtif3
Mtl5	Mtl5
Mtm1	Mtm1
Mtmr1	Mtmr1
Mtmr10	Mtmr10
Mtmr11	Mtmr11
Mtmr12	Mtmr12
Mtmr14	Mtmr14
Mtmr2	Mtmr2
Mtmr3	Mtmr3
Mtmr4	Mtmr4
Mtmr6	Mtmr6
Mtmr7	Mtmr7
Mtmr9	Mtmr9
Mtnr1a	Mtnr1a
Mtnr1b	Mtnr1b
Mto1	Mto1
Mtor	Mtor
Mtpap	Mtpap
Mtpn	Mtpn
Mtr	Mtr
Mtrf1	Mtrf1
Mtrf1l	Mtrf1l
Mtrr	Mtrr
Mtss1	Mtss1
Mtss1l	Mtss1l
Mttp	Mttp
Mturn	Mturn
Mtus1	Mtus1
Mtus2	Mtus2
Mtx1	Mtx1
Mtx2	Mtx2
Mtx3	Mtx3
Muc1	Muc1
Muc13	Muc13
Muc15	Muc15
Muc16	Muc16
Muc19	Muc19
Muc2	Muc2
Muc20	Muc20
Muc3	Muc3
Muc3a	Muc3a
Muc4	Muc4
Muc5ac	Muc5ac
Muc5b	Muc5b
Muc6	Muc6
Mucl2	Mucl2
Mul1	Mul1
Mum1	Mum1
Mum1l1	Mum1l1
Mup21	Mup21
Mup3	Mup3
Murc	Murc
Mus81	Mus81
Musk	Musk
Mustn1	Mustn1
Mut	Mut
Mutyh	Mutyh
Mvb12a	Mvb12a
Mvb12b	Mvb12b
Mvd	Mvd
Mvk	Mvk
Mvp	Mvp
Mx1	Mx1
Mx2	Mx2
Mxd1	Mxd1
Mxd3	Mxd3
Mxd4	Mxd4
Mxi1	Mxi1
Mxra7	Mxra7
Mxra8	Mxra8
Mxra8os	Mxra8os
Myadm	Myadm
Myadml2	Myadml2
Myadml2os	Myadml2os
Myb	Myb
Mybbp1a	Mybbp1a
Mybl1	Mybl1
Mybl2	Mybl2
Mybpc1	Mybpc1
Mybpc2	Mybpc2
Mybpc3	Mybpc3
Mybph	Mybph
Mybphl	Mybphl
Myc	Myc
Mycbp	Mycbp
Mycbp2	Mycbp2
Mycbpap	Mycbpap
Mycl	Mycl
Mycn	Mycn
Mycs	Mycs
Myct1	Myct1
Myd88	Myd88
Mydgf	Mydgf
Myef2	Myef2
Myeov2	Myeov2
Myf5	Myf5
Myf6	Myf6
Myg1	Myg1
Myh10	Myh10
Myh11	Myh11
Myh13	Myh13
Myh14	Myh14
Myh15	Myh15
Myh3	Myh3
Myh7b	Myh7b
Myh8	Myh8
Myh9	Myh9
Myl1	Myl1
Myl10	Myl10
Myl12a	Myl12a
Myl12b	Myl12b
Myl2	Myl2
Myl3	Myl3
Myl4	Myl4
Myl6	Myl6
Myl6b	Myl6b
Myl7	Myl7
Myl9	Myl9
Mylip	Mylip
Mylk	Mylk
Mylk2	Mylk2
Mylk3	Mylk3
Mylk4	Mylk4
Mylpf	Mylpf
Mynn	Mynn
Myo10	Myo10
Myo15	Myo15
Myo15b	Myo15b
Myo16	Myo16
Myo18a	Myo18a
Myo18b	Myo18b
Myo19	Myo19
Myo1a	Myo1a
Myo1b	Myo1b
Myo1c	Myo1c
Myo1d	Myo1d
Myo1e	Myo1e
Myo1f	Myo1f
Myo1g	Myo1g
Myo1h	Myo1h
Myo3a	Myo3a
Myo3b	Myo3b
Myo5a	Myo5a
Myo5b	Myo5b
Myo5c	Myo5c
Myo6	Myo6
Myo7a	Myo7a
Myo7b	Myo7b
Myo9a	Myo9a
Myo9b	Myo9b
Myoc	Myoc
Myocd	Myocd
Myod1	Myod1
Myof	Myof
Myog	Myog
Myom1	Myom1
Myom2	Myom2
Myom3	Myom3
Myot	Myot
Myoz1	Myoz1
Myoz2	Myoz2
Myoz3	Myoz3
Mypn	Mypn
Mypop	Mypop
Mypopos	Mypopos
Myrf	Myrf
Myrfl	Myrfl
Myrip	Myrip
Mysm1	Mysm1
Myt1	Myt1
Myt1l	Myt1l
Myzap	Myzap
Mzb1	Mzb1
Mzf1	Mzf1
Mzt1	Mzt1
Mzt2	Mzt2
N4bp1	N4bp1
N4bp2	N4bp2
N4bp2l1	N4bp2l1
N4bp2l2	N4bp2l2
N4bp2os	N4bp2os
N4bp3	N4bp3
N6amt1	N6amt1
N6amt2	N6amt2
Naa10	Naa10
Naa11	Naa11
Naa15	Naa15
Naa16	Naa16
Naa20	Naa20
Naa25	Naa25
Naa30	Naa30
Naa35	Naa35
Naa38	Naa38
Naa40	Naa40
Naa50	Naa50
Naa60	Naa60
Naaa	Naaa
Naalad2	Naalad2
Naaladl1	Naaladl1
Naaladl2	Naaladl2
Nab1	Nab1
Nab2	Nab2
Nabp1	Nabp1
Nabp2	Nabp2
Naca	Naca
Nacad	Nacad
Nacc1	Nacc1
Nacc2	Nacc2
Nadk	Nadk
Nadk2	Nadk2
Nadsyn1	Nadsyn1
Nae1	Nae1
Naf1	Naf1
Naga	Naga
Nagk	Nagk
Naglu	Naglu
Nagpa	Nagpa
Nags	Nags
Naif1	Naif1
Naip1	Naip1
Naip6	Naip6
Nalcn	Nalcn
Nampt	Nampt
Nanog	Nanog
Nanos1	Nanos1
Nanos2	Nanos2
Nanos3	Nanos3
Nanp	Nanp
Nans	Nans
Nap1l1	Nap1l1
Nap1l2	Nap1l2
Nap1l3	Nap1l3
Nap1l4	Nap1l4
Nap1l5	Nap1l5
Napa	Napa
Napb	Napb
Napepld	Napepld
Napg	Napg
Naprt	Naprt
Napsa	Napsa
Narf	Narf
Narfl	Narfl
Nars	Nars
Nars2	Nars2
Nasp	Nasp
Nat1	Nat1
Nat10	Nat10
Nat14	Nat14
Nat2	Nat2
Nat3	Nat3
Nat6	Nat6
Nat8	Nat8
Nat8l	Nat8l
Nat9	Nat9
Natd1	Natd1
Nav1	Nav1
Nav2	Nav2
Nav3	Nav3
Nbas	Nbas
Nbea	Nbea
Nbeal1	Nbeal1
Nbeal2	Nbeal2
Nbl1	Nbl1
Nbn	Nbn
Nbr1	Nbr1
Ncald	Ncald
Ncam1	Ncam1
Ncam2	Ncam2
Ncan	Ncan
Ncapd2	Ncapd2
Ncapd3	Ncapd3
Ncapg	Ncapg
Ncapg2	Ncapg2
Ncaph	Ncaph
Ncaph2	Ncaph2
Ncbp1	Ncbp1
Ncbp2	Ncbp2
Ncbp3	Ncbp3
Nccrp1	Nccrp1
Ncdn	Ncdn
Nceh1	Nceh1
Ncf1	Ncf1
Ncf2	Ncf2
Ncf4	Ncf4
Nck1	Nck1
Nck2	Nck2
Nckap1	Nckap1
Nckap1l	Nckap1l
Nckap5	Nckap5
Nckap5l	Nckap5l
Nckap5los	Nckap5los
Nckipsd	Nckipsd
Ncl	Ncl
Ncln	Ncln
Ncmap	Ncmap
Ncoa1	Ncoa1
Ncoa2	Ncoa2
Ncoa3	Ncoa3
Ncoa4	Ncoa4
Ncoa5	Ncoa5
Ncoa6	Ncoa6
Ncoa7	Ncoa7
Ncor1	Ncor1
Ncor2	Ncor2
Ncr1	Ncr1
Ncs1	Ncs1
Ncstn	Ncstn
Nctc1	Nctc1
Ndc1	Ndc1
Ndc80	Ndc80
Nde1	Nde1
Ndel1	Ndel1
Ndfip1	Ndfip1
Ndfip2	Ndfip2
Ndn	Ndn
Ndnf	Ndnf
Ndnl2	Ndnl2
Ndor1	Ndor1
Ndp	Ndp
Ndrg1	Ndrg1
Ndrg2	Ndrg2
Ndrg3	Ndrg3
Ndrg4	Ndrg4
Ndst1	Ndst1
Ndst2	Ndst2
Ndst3	Ndst3
Ndst4	Ndst4
Ndufa1	Ndufa1
Ndufa10	Ndufa10
Ndufa11	Ndufa11
Ndufa12	Ndufa12
Ndufa13	Ndufa13
Ndufa2	Ndufa2
Ndufa3	Ndufa3
Ndufa4	Ndufa4
Ndufa4l2	Ndufa4l2
Ndufa5	Ndufa5
Ndufa6	Ndufa6
Ndufa7	Ndufa7
Ndufa8	Ndufa8
Ndufa9	Ndufa9
Ndufab1	Ndufab1
Ndufaf1	Ndufaf1
Ndufaf2	Ndufaf2
Ndufaf3	Ndufaf3
Ndufaf4	Ndufaf4
Ndufaf5	Ndufaf5
Ndufaf6	Ndufaf6
Ndufaf7	Ndufaf7
Ndufb10	Ndufb10
Ndufb11	Ndufb11
Ndufb2	Ndufb2
Ndufb3	Ndufb3
Ndufb4	Ndufb4
Ndufb5	Ndufb5
Ndufb6	Ndufb6
Ndufb7	Ndufb7
Ndufb8	Ndufb8
Ndufb9	Ndufb9
Ndufc1	Ndufc1
Ndufc2	Ndufc2
Ndufs1	Ndufs1
Ndufs2	Ndufs2
Ndufs3	Ndufs3
Ndufs4	Ndufs4
Ndufs5	Ndufs5
Ndufs6	Ndufs6
Ndufs7	Ndufs7
Ndufs8	Ndufs8
Ndufv1	Ndufv1
Ndufv2	Ndufv2
Ndufv3	Ndufv3
Neat1	Neat1
Neb	Neb
Nebl	Nebl
Necab1	Necab1
Necab2	Necab2
Necab3	Necab3
Necap1	Necap1
Necap2	Necap2
Nedd1	Nedd1
Nedd4	Nedd4
Nedd4l	Nedd4l
Nedd8	Nedd8
Nedd9	Nedd9
Nefh	Nefh
Nefl	Nefl
Nefm	Nefm
Negr1	Negr1
Neil1	Neil1
Neil2	Neil2
Neil3	Neil3
Nek1	Nek1
Nek10	Nek10
Nek11	Nek11
Nek2	Nek2
Nek3	Nek3
Nek4	Nek4
Nek5	Nek5
Nek6	Nek6
Nek7	Nek7
Nek8	Nek8
Nek9	Nek9
Nelfa	Nelfa
Nelfb	Nelfb
Nelfcd	Nelfcd
Nelfe	Nelfe
Nell1	Nell1
Nell1os	Nell1os
Nell2	Nell2
Nemf	Nemf
Nenf	Nenf
Neo1	Neo1
Nepn	Nepn
Nepro	Nepro
Nes	Nes
Nespas	Nespas
Net1	Net1
Neto1	Neto1
Neto2	Neto2
Neu1	Neu1
Neu2	Neu2
Neu3	Neu3
Neu4	Neu4
Neurl1a	Neurl1a
Neurl1b	Neurl1b
Neurl2	Neurl2
Neurl3	Neurl3
Neurl4	Neurl4
Neurod1	Neurod1
Neurod2	Neurod2
Neurod4	Neurod4
Neurod6	Neurod6
Neurog1	Neurog1
Neurog2	Neurog2
Neurog3	Neurog3
Nexn	Nexn
Nf1	Nf1
Nf2	Nf2
Nfam1	Nfam1
Nfasc	Nfasc
Nfat5	Nfat5
Nfatc1	Nfatc1
Nfatc2	Nfatc2
Nfatc2ip	Nfatc2ip
Nfatc3	Nfatc3
Nfatc4	Nfatc4
Nfe2	Nfe2
Nfe2l1	Nfe2l1
Nfe2l2	Nfe2l2
Nfe2l3	Nfe2l3
Nfia	Nfia
Nfib	Nfib
Nfic	Nfic
Nfil3	Nfil3
Nfix	Nfix
Nfkb1	Nfkb1
Nfkb2	Nfkb2
Nfkbia	Nfkbia
Nfkbib	Nfkbib
Nfkbid	Nfkbid
Nfkbie	Nfkbie
Nfkbil1	Nfkbil1
Nfkbiz	Nfkbiz
Nfrkb	Nfrkb
Nfs1	Nfs1
Nfu1	Nfu1
Nfx1	Nfx1
Nfxl1	Nfxl1
Nfya	Nfya
Nfyb	Nfyb
Nfyc	Nfyc
Ngb	Ngb
Ngdn	Ngdn
Ngef	Ngef
Ngf	Ngf
Ngfr	Ngfr
Ngfrap1	Ngfrap1
Ngly1	Ngly1
Ngp	Ngp
Ngrn	Ngrn
Nhej1	Nhej1
Nhlh1	Nhlh1
Nhlh2	Nhlh2
Nhlrc1	Nhlrc1
Nhlrc2	Nhlrc2
Nhlrc3	Nhlrc3
Nhlrc4	Nhlrc4
Nhp2	Nhp2
Nhp2l1	Nhp2l1
Nhs	Nhs
Nhsl1	Nhsl1
Nhsl2	Nhsl2
Nicn1	Nicn1
Nid1	Nid1
Nid2	Nid2
Nif3l1	Nif3l1
Nifk	Nifk
Nim1k	Nim1k
Nin	Nin
Ninj1	Ninj1
Ninj2	Ninj2
Ninl	Ninl
Nip7	Nip7
Nipa1	Nipa1
Nipa2	Nipa2
Nipal1	Nipal1
Nipal2	Nipal2
Nipal3	Nipal3
Nipal4	Nipal4
Nipbl	Nipbl
Nipsnap1	Nipsnap1
Nipsnap3a	Nipsnap3a
Nipsnap3b	Nipsnap3b
Nisch	Nisch
Nit1	Nit1
Nit2	Nit2
Nkain1	Nkain1
Nkain2	Nkain2
Nkain3	Nkain3
Nkain4	Nkain4
Nkap	Nkap
Nkapl	Nkapl
Nkd1	Nkd1
Nkd2	Nkd2
Nkg7	Nkg7
Nkiras1	Nkiras1
Nkiras2	Nkiras2
Nkpd1	Nkpd1
Nkrf	Nkrf
Nktr	Nktr
Nkx1-1	Nkx1-1
Nkx1-2	Nkx1-2
Nkx2-1	Nkx2-1
Nkx2-2	Nkx2-2
Nkx2-2os	Nkx2-2os
Nkx2-3	Nkx2-3
Nkx2-4	Nkx2-4
Nkx2-5	Nkx2-5
Nkx2-6	Nkx2-6
Nkx2-9	Nkx2-9
Nkx3-1	Nkx3-1
Nkx3-2	Nkx3-2
Nkx6-1	Nkx6-1
Nkx6-2	Nkx6-2
Nkx6-3	Nkx6-3
Nle1	Nle1
Nlgn1	Nlgn1
Nlgn2	Nlgn2
Nlgn3	Nlgn3
Nlk	Nlk
Nln	Nln
Nlrc3	Nlrc3
Nlrc4	Nlrc4
Nlrc5	Nlrc5
Nlrp10	Nlrp10
Nlrp12	Nlrp12
Nlrp14	Nlrp14
Nlrp1a	Nlrp1a
Nlrp1b	Nlrp1b
Nlrp2	Nlrp2
Nlrp3	Nlrp3
Nlrp4a	Nlrp4a
Nlrp4b	Nlrp4b
Nlrp4f	Nlrp4f
Nlrp4g	Nlrp4g
Nlrp5	Nlrp5
Nlrp6	Nlrp6
Nlrp9a	Nlrp9a
Nlrp9b	Nlrp9b
Nlrp9c	Nlrp9c
Nlrx1	Nlrx1
Nmb	Nmb
Nmbr	Nmbr
Nmd3	Nmd3
Nme1	Nme1
Nme2	Nme2
Nme3	Nme3
Nme4	Nme4
Nme5	Nme5
Nme6	Nme6
Nme7	Nme7
Nme8	Nme8
Nmi	Nmi
Nmnat1	Nmnat1
Nmnat2	Nmnat2
Nmnat3	Nmnat3
Nmral1	Nmral1
Nmrk1	Nmrk1
Nmrk2	Nmrk2
Nms	Nms
Nmt1	Nmt1
Nmt2	Nmt2
Nmu	Nmu
Nmur1	Nmur1
Nmur2	Nmur2
Nnat	Nnat
Nnmt	Nnmt
Nnt	Nnt
Noa1	Noa1
Nob1	Nob1
Nobox	Nobox
Noc2l	Noc2l
Noc3l	Noc3l
Noc4l	Noc4l
Noct	Noct
Nod1	Nod1
Nod2	Nod2
Nodal	Nodal
Nog	Nog
Nol10	Nol10
Nol11	Nol11
Nol12	Nol12
Nol3	Nol3
Nol4	Nol4
Nol4l	Nol4l
Nol6	Nol6
Nol7	Nol7
Nol8	Nol8
Nol9	Nol9
Nolc1	Nolc1
Nom1	Nom1
Nomo1	Nomo1
Nono	Nono
Nop10	Nop10
Nop14	Nop14
Nop16	Nop16
Nop2	Nop2
Nop56	Nop56
Nop58	Nop58
Nop9	Nop9
Nos1	Nos1
Nos1ap	Nos1ap
Nos2	Nos2
Nos3	Nos3
Nosip	Nosip
Nostrin	Nostrin
Notch1	Notch1
Notch2	Notch2
Notch3	Notch3
Notch4	Notch4
Noto	Noto
Notum	Notum
Notumos	Notumos
Nov	Nov
Nova1	Nova1
Nova2	Nova2
Nox1	Nox1
Nox3	Nox3
Nox4	Nox4
Noxa1	Noxa1
Noxo1	Noxo1
Noxred1	Noxred1
Npas1	Npas1
Npas2	Npas2
Npas3	Npas3
Npas4	Npas4
Npat	Npat
Npb	Npb
Npbwr1	Npbwr1
Npc1	Npc1
Npc1l1	Npc1l1
Npc2	Npc2
Npcd	Npcd
Npdc1	Npdc1
Npepl1	Npepl1
Npepps	Npepps
Npff	Npff
Npffr1	Npffr1
Npffr2	Npffr2
Nphp1	Nphp1
Nphp3	Nphp3
Nphp4	Nphp4
Nphs1	Nphs1
Nphs1os	Nphs1os
Nphs2	Nphs2
Npl	Npl
Nploc4	Nploc4
Npm1	Npm1
Npm2	Npm2
Npm3	Npm3
Npn2	Npn2
Npnt	Npnt
Nppa	Nppa
Nppb	Nppb
Nppc	Nppc
Npr1	Npr1
Npr2	Npr2
Npr3	Npr3
Nprl2	Nprl2
Nprl3	Nprl3
Nps	Nps
Npsr1	Npsr1
Nptn	Nptn
Nptx1	Nptx1
Nptx2	Nptx2
Nptxr	Nptxr
Npvf	Npvf
Npw	Npw
Npy	Npy
Npy1r	Npy1r
Npy2r	Npy2r
Npy4r	Npy4r
Npy5r	Npy5r
Npy6r	Npy6r
Nqo1	Nqo1
Nqo2	Nqo2
Nr0b1	Nr0b1
Nr0b2	Nr0b2
Nr1d1	Nr1d1
Nr1d2	Nr1d2
Nr1h2	Nr1h2
Nr1h3	Nr1h3
Nr1h4	Nr1h4
Nr1h5	Nr1h5
Nr1i2	Nr1i2
Nr1i3	Nr1i3
Nr2c1	Nr2c1
Nr2c2	Nr2c2
Nr2c2ap	Nr2c2ap
Nr2e1	Nr2e1
Nr2e3	Nr2e3
Nr2f1	Nr2f1
Nr2f2	Nr2f2
Nr2f6	Nr2f6
Nr3c1	Nr3c1
Nr3c2	Nr3c2
Nr4a1	Nr4a1
Nr4a2	Nr4a2
Nr4a3	Nr4a3
Nr5a1	Nr5a1
Nr5a1os	Nr5a1os
Nr5a2	Nr5a2
Nr6a1	Nr6a1
Nr6a1os	Nr6a1os
Nradd	Nradd
Nrap	Nrap
Nrarp	Nrarp
Nras	Nras
Nrbf2	Nrbf2
Nrbp1	Nrbp1
Nrbp2	Nrbp2
Nrcam	Nrcam
Nrd1	Nrd1
Nrde2	Nrde2
Nrep	Nrep
Nrf1	Nrf1
Nrg1	Nrg1
Nrg2	Nrg2
Nrg3	Nrg3
Nrg3os	Nrg3os
Nrg4	Nrg4
Nrgn	Nrgn
Nrip1	Nrip1
Nrip2	Nrip2
Nrip3	Nrip3
Nrk	Nrk
Nrl	Nrl
Nrm	Nrm
Nrn1	Nrn1
Nrn1l	Nrn1l
Nron	Nron
Nrp1	Nrp1
Nrp2	Nrp2
Nrros	Nrros
Nrsn1	Nrsn1
Nrsn2	Nrsn2
Nrtn	Nrtn
Nrxn1	Nrxn1
Nrxn2	Nrxn2
Nrxn3	Nrxn3
Nsa2	Nsa2
Nsd1	Nsd1
Nsdhl	Nsdhl
Nsf	Nsf
Nsfl1c	Nsfl1c
Nsg1	Nsg1
Nsg2	Nsg2
Nsl1	Nsl1
Nsmaf	Nsmaf
Nsmce1	Nsmce1
Nsmce2	Nsmce2
Nsmce4a	Nsmce4a
Nsmf	Nsmf
Nsrp1	Nsrp1
Nsun2	Nsun2
Nsun3	Nsun3
Nsun4	Nsun4
Nsun5	Nsun5
Nsun6	Nsun6
Nsun7	Nsun7
Nt5c	Nt5c
Nt5c1a	Nt5c1a
Nt5c1b	Nt5c1b
Nt5c2	Nt5c2
Nt5c3	Nt5c3
Nt5c3b	Nt5c3b
Nt5dc1	Nt5dc1
Nt5dc2	Nt5dc2
Nt5dc3	Nt5dc3
Nt5e	Nt5e
Nt5m	Nt5m
Ntan1	Ntan1
Ntf3	Ntf3
Ntf5	Ntf5
Nthl1	Nthl1
Ntm	Ntm
Ntmt1	Ntmt1
Ntn1	Ntn1
Ntn4	Ntn4
Ntn5	Ntn5
Ntng1	Ntng1
Ntng2	Ntng2
Ntpcr	Ntpcr
Ntrk1	Ntrk1
Ntrk2	Ntrk2
Ntrk3	Ntrk3
Nts	Nts
Ntsr1	Ntsr1
Ntsr2	Ntsr2
Nuak1	Nuak1
Nuak2	Nuak2
Nub1	Nub1
Nubp1	Nubp1
Nubp2	Nubp2
Nubpl	Nubpl
Nucb1	Nucb1
Nucb2	Nucb2
Nucks1	Nucks1
Nudc	Nudc
Nudcd1	Nudcd1
Nudcd2	Nudcd2
Nudcd3	Nudcd3
Nudt1	Nudt1
Nudt10	Nudt10
Nudt11	Nudt11
Nudt12	Nudt12
Nudt12os	Nudt12os
Nudt13	Nudt13
Nudt14	Nudt14
Nudt15	Nudt15
Nudt16	Nudt16
Nudt16l1	Nudt16l1
Nudt17	Nudt17
Nudt18	Nudt18
Nudt19	Nudt19
Nudt2	Nudt2
Nudt21	Nudt21
Nudt22	Nudt22
Nudt3	Nudt3
Nudt4	Nudt4
Nudt5	Nudt5
Nudt6	Nudt6
Nudt7	Nudt7
Nudt8	Nudt8
Nudt9	Nudt9
Nuf2	Nuf2
Nufip1	Nufip1
Nufip2	Nufip2
Nuggc	Nuggc
Numa1	Numa1
Numb	Numb
Numbl	Numbl
Nup107	Nup107
Nup133	Nup133
Nup153	Nup153
Nup155	Nup155
Nup160	Nup160
Nup188	Nup188
Nup205	Nup205
Nup210	Nup210
Nup210l	Nup210l
Nup214	Nup214
Nup35	Nup35
Nup37	Nup37
Nup43	Nup43
Nup50	Nup50
Nup54	Nup54
Nup62	Nup62
Nup62cl	Nup62cl
Nup85	Nup85
Nup88	Nup88
Nup93	Nup93
Nup98	Nup98
Nupl1	Nupl1
Nupl2	Nupl2
Nupr1	Nupr1
Nupr1l	Nupr1l
Nus1	Nus1
Nusap1	Nusap1
Nutf2	Nutf2
Nutf2-ps1	Nutf2-ps1
Nutm1	Nutm1
Nutm2	Nutm2
Nvl	Nvl
Nwd1	Nwd1
Nwd2	Nwd2
Nxf1	Nxf1
Nxf2	Nxf2
Nxf3	Nxf3
Nxf7	Nxf7
Nxn	Nxn
Nxnl1	Nxnl1
Nxnl2	Nxnl2
Nxpe2	Nxpe2
Nxpe3	Nxpe3
Nxpe4	Nxpe4
Nxpe5	Nxpe5
Nxph1	Nxph1
Nxph2	Nxph2
Nxph3	Nxph3
Nxph4	Nxph4
Nxt1	Nxt1
Nxt2	Nxt2
Nyap1	Nyap1
Nyap2	Nyap2
Nynrin	Nynrin
Nyx	Nyx
OR5AC1	OR5AC1
Oacyl	Oacyl
Oaf	Oaf
Oard1	Oard1
Oas1b	Oas1b
Oas1c	Oas1c
Oas1f	Oas1f
Oas1h	Oas1h
Oas2	Oas2
Oas3	Oas3
Oasl1	Oasl1
Oasl2	Oasl2
Oat	Oat
Oaz1	Oaz1
Oaz2	Oaz2
Oaz3	Oaz3
Obfc1	Obfc1
Obox3	Obox3
Obox5	Obox5
Obox6	Obox6
Obox8	Obox8
Obp1a	Obp1a
Obp2a	Obp2a
Obp2b	Obp2b
Obscn	Obscn
Obsl1	Obsl1
Oc90	Oc90
Oca2	Oca2
Ocel1	Ocel1
Ociad1	Ociad1
Ociad2	Ociad2
Ocln	Ocln
Ocm	Ocm
Ocrl	Ocrl
Ocstamp	Ocstamp
Odam	Odam
Odc1	Odc1
Odf1	Odf1
Odf2	Odf2
Odf2l	Odf2l
Odf3	Odf3
Odf3b	Odf3b
Odf3l1	Odf3l1
Odf3l2	Odf3l2
Odf4	Odf4
Ofcc1	Ofcc1
Ofd1	Ofd1
Ogdh	Ogdh
Ogdhl	Ogdhl
Ogfod1	Ogfod1
Ogfod2	Ogfod2
Ogfod3	Ogfod3
Ogfr	Ogfr
Ogfrl1	Ogfrl1
Ogg1	Ogg1
Ogn	Ogn
Ogt	Ogt
Oip5	Oip5
Oit1	Oit1
Oit3	Oit3
Ola1	Ola1
Olah	Olah
Olfm1	Olfm1
Olfm2	Olfm2
Olfm3	Olfm3
Olfm4	Olfm4
Olfm5	Olfm5
Olfml1	Olfml1
Olfml2a	Olfml2a
Olfml2b	Olfml2b
Olfml3	Olfml3
Olfr1	Olfr1
Olfr1006	Olfr1006
Olfr1009	Olfr1009
Olfr1012	Olfr1012
Olfr1015	Olfr1015
Olfr1016	Olfr1016
Olfr1018	Olfr1018
Olfr1019	Olfr1019
Olfr1020	Olfr1020
Olfr1024	Olfr1024
Olfr1025-ps1	Olfr1025-ps1
Olfr1026	Olfr1026
Olfr1030	Olfr1030
Olfr1031	Olfr1031
Olfr1037	Olfr1037
Olfr1042	Olfr1042
Olfr1043	Olfr1043
Olfr1044	Olfr1044
Olfr1045	Olfr1045
Olfr1046	Olfr1046
Olfr1047	Olfr1047
Olfr1048	Olfr1048
Olfr1052	Olfr1052
Olfr1054	Olfr1054
Olfr1055	Olfr1055
Olfr1056	Olfr1056
Olfr1058	Olfr1058
Olfr1065	Olfr1065
Olfr1079	Olfr1079
Olfr1085	Olfr1085
Olfr1086	Olfr1086
Olfr1087	Olfr1087
Olfr1089	Olfr1089
Olfr109	Olfr109
Olfr1090	Olfr1090
Olfr1093	Olfr1093
Olfr1094	Olfr1094
Olfr1099	Olfr1099
Olfr11	Olfr11
Olfr1100	Olfr1100
Olfr1101	Olfr1101
Olfr1102	Olfr1102
Olfr1104	Olfr1104
Olfr1105	Olfr1105
Olfr1106	Olfr1106
Olfr1107	Olfr1107
Olfr1109	Olfr1109
Olfr1111	Olfr1111
Olfr1112	Olfr1112
Olfr112	Olfr112
Olfr1120	Olfr1120
Olfr1121	Olfr1121
Olfr1122	Olfr1122
Olfr1123	Olfr1123
Olfr1124	Olfr1124
Olfr1132	Olfr1132
Olfr1135	Olfr1135
Olfr1136	Olfr1136
Olfr1137	Olfr1137
Olfr1138	Olfr1138
Olfr1140	Olfr1140
Olfr1141	Olfr1141
Olfr1143	Olfr1143
Olfr1145	Olfr1145
Olfr1148	Olfr1148
Olfr115	Olfr115
Olfr1151	Olfr1151
Olfr1152	Olfr1152
Olfr1153	Olfr1153
Olfr1155	Olfr1155
Olfr1156	Olfr1156
Olfr1157	Olfr1157
Olfr1161	Olfr1161
Olfr1164	Olfr1164
Olfr1176	Olfr1176
Olfr1178	Olfr1178
Olfr1179	Olfr1179
Olfr1180	Olfr1180
Olfr1184	Olfr1184
Olfr1187-ps1	Olfr1187-ps1
Olfr1188	Olfr1188
Olfr1189	Olfr1189
Olfr1193	Olfr1193
Olfr1195	Olfr1195
Olfr1211	Olfr1211
Olfr1212	Olfr1212
Olfr1214	Olfr1214
Olfr1215	Olfr1215
Olfr1220	Olfr1220
